halo_id,dir,fesc_dir,O32,R23,Ne3O2,O3Hb,N2Ha,S2_deficit,Balmer_dec,EW_Hb,EW_O3,beta_UV,xi_ion,MAB_1500,E_BV,redshift
48510,0,0.0016650231358567,0.9437063995739194,0.4776781756143649,-0.2471281325722714,0.31692474525006986,-1.74809858282201,-1.396438539179293,2.9846723294667066,149.71597445502573,333.374104189261,-0.868339066004121,1.4070361985853166,-16.83361374426092,0.0397778774493318,10.0
59965,0,0.0729928362451425,0.42633653698237595,0.6819910974907799,-0.7476706668540842,0.44920170785248104,-1.1342927923261286,-0.7546803489181784,2.9806422554489838,37.84989277160291,112.86974379624895,-1.612202689843937,1.3989362450746852,-19.52684496249333,0.0385182400271518,10.0
62183,0,0.0317174712412195,0.6529787556080819,0.5605240722334557,-0.6240669949127948,0.36836457115555277,-1.5558268651499034,-1.1911529800641745,3.6200244720514085,43.24319188056813,105.90366539160688,-1.1533505534060289,1.4056917412300136,-17.67741555372546,0.2196949879157209,10.0
63106,0,0.002441964378494,0.8107649955266183,0.44469591706653233,-0.40745938707831897,0.27198737764824443,-1.6251053147124637,-1.0280309763763,3.209238966719158,125.49159393405694,248.20076826985314,-1.1062234688612318,1.4075860490268917,-16.689600029589812,0.1074074236513815,10.0
68304,0,0.0747434519515319,0.6113067641762981,0.5152199501762169,-0.6107557767282685,0.31690324528810976,-1.394249986734323,-0.9337861517834014,3.156163087900227,109.93980843460825,241.875508248866,-1.5126382379253684,1.4055661191106479,-17.53763422981346,0.091860400824784,10.0
81578,0,0.0,0.9591242023084305,0.47911696795241454,-0.34965626556585505,0.32022314975864674,-1.7013858758656824,-1.1713743500077243,3.568412711651118,120.16140890692576,263.2800221231272,-2.0821870086887504,1.4080374267101372,-15.956319153302136,0.2063078582332871,10.0
84353,0,0.0072618729394992,1.016501986486098,0.2416432174877059,-0.20270214915455398,0.08632802591588984,-2.078201418372288,-1.6954335170673502,3.1334486769030856,253.4147639798553,330.0960462487205,-1.8447608478569424,1.4083802098924874,-16.769649372154564,0.085126831338098,10.0
84666,0,0.000429054182329,0.6658954330671563,0.08573263284007027,-0.5121975886581325,-0.10446775347265458,-1.8364904331421812,-1.3703065022438494,3.1187677065163557,187.74194325909275,157.61890287770672,-1.2663522812377883,1.4077764894830673,-16.64000056853322,0.0807487141917863,10.0
88856,0,0.0003035575463665,0.7203312966756314,0.4814896747859194,-0.47237616161825713,0.2982548757036909,-1.5225982806836313,-1.1432425976892944,2.947339579544265,116.46008562941094,247.70108950210533,-1.0013713376042777,1.405084598748243,-16.693570625532036,0.0280435144743455,10.0
94217,0,0.8209315546122944,0.5695062230595411,0.42357244438616704,-0.5897221431094479,0.21817754506906795,-1.4138642276635451,-0.9806819715899735,2.894464120961377,91.20083926525642,160.7447879427611,-2.1547662723980125,1.4052194436605983,-17.04114404510651,0.0111669180556874,10.0
102835,0,0.0112678509230233,0.8724313041397025,0.07000743801142306,-0.31167586909090517,-0.0969084460208478,-2.059973093490015,-1.633808175677622,2.970817168677084,197.56776155408826,169.42260136108717,-1.3648786792358432,1.4089166266077275,-16.39103715466957,0.0354401655108071,10.0
104463,0,0.250615967307884,0.5520022420483386,0.5660524120194808,-0.6281904437375871,0.35775833157043024,-1.3128482060368398,-0.9220848387837464,2.944587582334684,65.22791283845297,159.18787421867873,-1.177963042493705,1.4022296047335958,-18.46783692120617,0.0271726381806297,10.0
104845,0,0.0,1.3530677531143738,0.5241965665577126,0.02909355450395168,0.3867802137967331,-2.227004412015397,-1.8434338995526787,4.082360227694589,209.20564688983765,543.3175677783712,-1.229428542638288,1.4099997393838377,-15.459260380132244,0.3317472161628371,10.0
104847,0,0.0025133974740668,0.5076984054720128,0.6284572286509871,-0.7196901011174717,0.41237932033637037,-1.2124419432184936,-0.7848712360482892,3.216158975124289,38.76791066286095,104.86253438143538,-1.560809923891432,1.4036069680223913,-16.87213360935133,0.1094154646573538,10.0
107700,0,0.0002684356680037,0.6804918848217483,0.25799019151099856,-0.482784356445805,0.0694454745735058,-1.6331430695679003,-1.1930012841830546,2.920553340198538,150.61813048755636,188.7880088267494,-0.729815653949302,1.4086565286013621,-17.444884264006227,0.0195321654696797,10.0
116384,0,0.0,1.990046671242915,0.47542532305559604,0.6885730071988689,0.3474751915574217,-2.8146871827941737,-2.5281533268026593,3.562551222889527,399.2966405203929,942.7146056723706,-1.2729554414954507,1.409752559912916,-14.69114306594604,0.2047752695594994,10.0
127385,0,3.3231791747438384e-05,0.6544086158281104,0.47100931986237526,-0.5430705789524168,0.2788635961347907,-1.5312709021085524,-1.199518513339605,3.002464608975889,99.56892934180405,203.78921925679904,-1.7044846953810362,1.404219853100551,-16.93626533900885,0.0453187670445562,10.0
130809,0,2.66762546538466e-05,0.7055526531094998,-0.08080490512282523,-0.559672068298994,-0.2653491523507796,-1.998374450231445,-1.481383884557637,2.7015682187694634,393.1395717654277,222.95033794327267,-1.2311918738955672,1.4033449345534665,-16.199975482420086,-0.053128599998742,10.0
158483,0,0.0008921571277947,0.9934331365887772,0.5841605044428277,-0.28428837894659154,0.4273131828331529,-1.7992065505148673,-1.3540696507045666,3.666099022206789,53.159433300773145,149.8173037706172,-1.1609556727478247,1.4087629744986292,-16.328975105273432,0.2314855954065579,10.0
158493,0,5.97026806503612e-06,0.55651243277444,0.5511761590466477,-0.6429379308164229,0.34362713157965175,-1.314168322216112,-0.8530355636210487,3.0527678402729452,78.26311881684087,184.1840537071792,-0.9875374084669918,1.402913136595545,-17.297718992529198,0.0608083909143744,10.0
